,acc1,acc2,acc3,acc4
1088727,-7;6;10,-10;3;5,-5;0;6,-4;2;0
1089012,,,,
1089015,-4;1;-13,-7;9;-6,-6;-2;2,-10;-3;0
1089283,,,,
1089286,0;-5;-4,-5;-3;-2,-10;3;-2,0;-5;-11
1089556,,,,
1089559,-11;0;-7,-7;2;-8,-1;7;-8,-11;1;-5
1089837,,,,
1089840,-12;-10;2,-7;0;-1,0;3;-7,-7;6;-10
1090113,,,,
1090116,-14;-4;-16,-12;0;-4,-3;0;-3,-10;-33;11
1090397,,,,
1090400,6;6;11,-1;-2;15,-17;-4;20,-6;1;4
1090673,,,,
1090676,4;0;-6,-11;-8;-9,-5;-10;-13,-12;0;-10
1090937,,,,
1090940,-17;0;-2,-7;7;0,-3;0;2,-8;3;2
1091214,,,,
1091217,-16;7;5,2;-1;-3,-3;1;-3,-8;3;-3
1091489,,,,
1091492,-7;4;-2,0;7;-7,-2;12;0,-11;10;0
1091765,,,,
1091768,-6;-7;0,-11;0;-1,-3;9;-1,-2;1;-6
1092041,,,,
1092043,-12;7;11,-14;12;-1,-39;9;22,-11;9;-8
1092315,,,,
1092318,-3;-4;2,1;-10;4,-11;-33;-27,-17;13;-1
1092590,,,,
1092598,-25;9;0,-21;6;-5,-15;0;0,-17;8;7
1092874,,,,
1092877,-13;8;0,-8;-2;-7,-5;3;-5,-8;3;-5
1093149,,,,
1093156,-13;0;-5,-7;5;-13,-15;0;5,-15;0;4
1093429,,,,
1093432,-4;-6;-7,-9;-2;-9,-11;9;-5,-7;1;5
1093704,,,,
1093712,-15;0;-13,-1;1;-19,-5;7;-10,-10;6;-1
1093982,,,,
1093985,-1;4;-8,-16;-9;4,-10;3;-1,-6;-10;1
1094254,,,,
1094261,-12;18;13,-23;-12;26,-11;-3;13,-17;13;3
1094530,,,,
1094533,-17;2;5,-6;5;-4,-7;-4;10,-9;7;-3
1094803,,,,
1094811,-7;4;2,-15;2;-2,-7;-8;-33,-8;17;-7
1095080,,,,
1095084,-17;0;-7,-10;2;-4,5;-1;-7,-6;-10;-8
1095356,,,,
1095363,-7;8;0,-3;0;2,-10;-2;7,-11;6;8
1095630,,,,
1095633,-10;0;1,-15;9;0,-20;-4;-13,-15;2;-10
1095903,,,,
1095912,-2;9;-16,0;-9;-6,-15;1;4,-15;2;-2
1096187,,,,
1096190,-14;-3;1,-6;1;2,-15;4;-3,-5;-2;-22
1096457,,,,
1096464,-7;-6;0,-3;-1;-9,-3;-4;-3,-3;8;-3
1096731,,,,
1096734,-9;6;-4,-2;2;-7,-9;3;3,-17;-3;0
1097004,,,,
1097012,-9;7;-4,-17;3;2,-2;-8;-9,-3;-1;-7
1097277,,,,
1097280,-11;5;1,0;-9;-5,-9;0;-1,-12;0;3
1097544,,,,
1097552,-11;-2;-9,-12;6;0,-7;-3;2,-6;-16;-5
1097814,,,,
1097817,-16;2;-9,-9;9;0,-8;-11;0,-8;12;2
1098083,,,,
1098091,-1;0;-7,-1;12;-10,-15;0;0,-6;-4;-3
1098358,,,,
1098361,-15;15;-8,-7;0;2,-9;3;0,-9;-5;0
1098634,,,,
1098641,-10;-2;0,-16;3;-1,-12;6;4,-13;6;1
1098904,,,,
1098907,-10;11;-11,-13;2;-2,-7;0;-3,-2;2;3
1099172,,,,
1099182,7;-7;0,-10;0;9,-7;1;8,-17;-2;3
1099455,,,,
1099457,-12;-5;0,-19;1;2,0;5;-10,-4;8;-9
1099729,,,,
1099737,-9;2;-5,3;-2;-3,-11;6;-2,-14;4;-3
1100012,,,,
1100014,-10;-2;7,-9;1;-1,-8;-3;-15,0;2;-18
1100288,,,,
1100291,-9;-3;4,-13;4;5,-10;1;0,-16;-1;4
1100555,,,,
1100558,-10;-5;-5,-11;-2;-3,-2;-2;-15,-9;-6;-10
1100835,,,,
1100838,-9;0;-11,-8;0;-8,-14;-3;-1,-6;0;8
1101107,,,,
1101110,-7;-4;2,-10;-4;0,-9;-6;0,1;3;-12
1101380,,,,
1101383,-8;1;-11,-18;13;-2,-9;-4;0,-17;14;4
1101649,,,,
1101652,-13;5;3,-15;2;6,-10;0;-2,-10;7;6
1101922,,,,
1101925,-9;8;-7,-13;12;-2,-9;9;-1,-8;6;0
1102193,,,,
1102196,-21;6;3,-5;5;-1,-15;14;0,0;10;3
1102475,,,,
1102478,-16;12;2,-16;-3;-2,-9;17;-3,-2;7;-1
1102750,,,,
1102753,-9;2;-2,-15;5;2,-12;13;-4,-11;4;-20
1103026,,,,
1103029,-9;27;-11,-7;12;-8,-10;0;1,-8;20;1
1103294,,,,
1103297,-20;10;6,-9;25;-1,-8;15;-1,-10;19;-3
1103570,,,,
1103574,-2;9;-7,-16;24;-2,-9;12;3,-9;18;14
1103841,,,,
1103844,-13;22;0,-8;16;8,-13;15;6,-16;21;1
1104124,,,,
1104128,-16;21;2,-4;4;-4,-14;31;-2,-2;11;-2
1104396,,,,
1104398,-6;8;-3,-7;12;-2,-4;12;-2,-12;16;0
1104670,,,,
1104673,-20;15;8,-4;8;0,-5;7;2,-9;11;0
1104941,,,,
1104944,-9;26;-3,-11;3;0,-15;11;1,-4;21;1
1105215,,,,
1105218,-1;19;-7,-15;18;5,-11;19;0,-3;1;-2
1105490,,,,
1105494,-14;14;-2,-2;13;-4,-1;8;-14,-3;14;-10
1105785,,,,
1105788,-5;5;-3,-10;19;-3,-13;11;-3,-10;18;4
1106054,,,,
1106057,-12;3;-1,-13;26;-8,-10;23;-4,-11;25;0
1106329,,,,
1106332,3;4;12,-9;16;-4,5;6;-15,-11;13;-3
1106605,,,,
1106608,3;0;-7,-9;8;-7,-8;8;-15,-12;15;-2
1106881,,,,
1106884,-7;19;4,-6;6;1,0;4;11,-13;13;-5
1107154,,,,
1107158,-8;5;-1,-16;16;1,-9;0;-9,-11;17;-11
1107429,,,,
1107432,-1;0;-3,-8;18;-9,-13;16;-13,-3;15;-10
1107705,,,,
1107708,-6;14;-9,5;12;-3,-16;10;3,1;20;-1
1108020,,,,
1108023,3;21;-1,-10;22;0,3;15;2,-11;21;2
1108293,,,,
1108296,-8;12;6,0;9;2,-6;20;1,2;16;-7
1108570,,,,
1108573,-20;7;6,-7;14;3,-8;29;3,-6;16;-1
1108844,,,,
1108847,-8;4;4,-6;18;0,0;7;0,-11;20;5
1109121,,,,
1109124,-15;29;3,-18;16;3,-1;20;-3,-10;20;3
1109394,,,,
1109397,-7;18;-2,-12;20;-1,5;24;-5,-11;43;1
1109669,,,,
1109672,-4;26;1,-14;21;3,-2;13;12,-11;13;7
1109940,,,,
1109943,-5;11;0,-14;13;-2,-11;15;-3,0;6;-3
1110221,,,,
1110223,-6;22;11,10;13;2,-9;15;2,-5;21;-3
1110495,,,,
1110503,-7;8;-1,-12;5;1,1;8;-1,-8;22;-5
1110770,,,,
1110773,-6;0;2,-3;11;-2,-6;14;-6,1;3;-14
1111042,,,,
1111051,-9;1;0,-10;11;3,3;7;-8,-9;10;-9
1111316,,,,
1111319,-20;19;-4,4;6;-9,-18;13;1,-11;9;-7
1111590,,,,
1111599,-13;10;0,-11;2;-5,-7;14;-4,-8;15;-7
1111871,,,,
1111874,-6;17;-8,-8;1;-7,5;13;-8,-1;19;-7
1112146,,,,
1112156,0;12;-7,-3;13;0,0;17;-4,-6;18;0
1112422,,,,
1112425,-13;17;-2,-6;12;-1,-11;9;-1,-16;21;2
1112691,,,,
1112698,-8;9;-9,-7;10;-3,-9;24;-7,0;10;0
1112967,,,,
1112970,-13;8;-4,-5;15;-9,5;16;-9,1;32;-1
1113236,,,,
1113244,0;5;-11,-7;10;-4,-3;11;-1,-4;5;1
1113510,,,,
1113513,-1;5;2,4;15;0,-13;7;9,-5;14;3
1113786,,,,
1113793,4;7;-10,8;6;-8,0;24;-7,-2;-3;0
1114055,,,,
1114058,0;5;0,8;4;-12,-6;0;-5,-5;-11;-25
1114336,,,,
1114345,3;-3;0,-29;35;19,3;48;-2,-2;26;-12
1114624,,,,
1114627,24;10;-3,-12;5;6,0;19;4,2;28;-12
1114894,,,,
1114901,8;12;-1,-7;19;2,-5;17;-8,-6;-8;0
1115171,,,,
1115173,-9;7;1,0;21;-10,0;18;-11,-16;8;12
1115440,,,,
1115449,-17;12;0,0;5;0,9;20;-7,-12;10;3
1115725,,,,
1115728,-9;19;0,-15;27;2,-8;7;-7,-5;12;2
1115995,,,,
1116002,-12;3;3,-8;11;0,-5;21;-6,-14;20;2
1116272,,,,
1116275,0;7;0,-1;14;0,0;14;-7,-7;27;-5
1116539,,,,
1116549,-16;3;-2,-1;12;-6,-15;14;-4,-5;14;3
1116814,,,,
1116817,-1;11;-1,-7;14;-6,-11;6;0,-7;5;-3
1117088,,,,
1117096,-25;12;-1,-1;17;-11,2;12;-3,9;25;-10
1117363,,,,
1117366,-5;3;7,-19;-3;0,-3;19;4,-11;7;5
1117634,,,,
1117642,-11;22;3,-13;14;7,-4;12;0,-9;19;0
1117915,,,,
1117918,-5;10;-4,5;34;-10,2;8;-12,-10;21;-2
1118191,,,,
1118198,-1;12;-4,-6;15;-3,-2;15;-5,0;11;-3
1118466,,,,
1118469,-6;17;-7,2;8;-7,-7;5;0,0;15;-2
1118741,,,,
1118749,-6;17;-9,1;13;1,-11;8;5,-4;11;5
1119015,,,,
1119019,-4;13;4,-5;21;2,3;10;1,0;29;-1
1119292,,,,
1119299,-7;4;-2,-5;18;-1,-8;0;1,5;14;-11
1119566,,,,
1119569,0;11;-9,-5;18;-3,-13;8;-1,-9;8;-4
1119842,,,,
1119850,0;22;-9,-13;10;13,-9;6;10,-13;15;1
1120116,,,,
1120119,0;8;-8,2;7;-15,-9;11;-4,5;3;-15
1120393,,,,
1120400,5;15;-9,-7;3;1,0;14;7,-2;7;4
1120668,,,,
1120671,-19;-9;8,3;2;-2,-10;23;5,-13;9;-8
1120952,,,,
1120960,-4;8;0,-4;14;-4,0;33;-8,-5;-5;-3
1121230,,,,
1121233,-5;13;-3,-13;21;-4,-5;12;-6,-5;9;-2
1121503,,,,
1121510,-11;16;-6,-13;20;-10,-1;8;-3,-4;9;-3
1121776,,,,
1121779,0;0;0,-9;4;0,-8;11;10,0;8;8
1122043,,,,
1122052,-3;8;-7,-9;22;6,-9;14;8,7;6;-1
1122320,,,,
1122323,9;15;-1,0;25;2,-14;23;0,0;2;-3
1122594,,,,
1122601,19;24;0,-10;10;-6,0;14;-12,-4;4;0
1122871,,,,
1122874,0;24;0,-4;20;-1,-15;1;7,-3;13;5
1123150,,,,
1123153,-22;14;5,2;18;-6,0;-2;-3,-8;2;9
1123421,,,,
1123424,-2;8;-2,-7;-5;2,2;38;2,-11;4;4
1123716,,,,
1123718,-9;0;3,2;2;-14,-3;12;-3,-12;4;9
1123984,,,,
1123986,-11;6;1,-3;11;0,-16;8;-2,-21;12;2
1124258,,,,
1124261,-2;0;0,-10;-1;-3,-20;8;8,-9;-4;-3
1124531,,,,
1124534,2;14;-12,-2;-7;-5,-4;5;7,-17;-9;3
1124801,,,,
1124804,-5;6;-1,0;7;-13,-14;-1;0,-2;8;2
1125071,,,,
1125074,7;-1;0,-8;-11;15,-3;7;9,0;3;-1
1125354,,,,
1125357,-7;-2;-5,-14;-1;-5,-2;-1;-10,-9;-1;3
1125632,,,,
1125635,-5;-1;5,-7;7;1,-5;-1;-2,-12;0;1
1125905,,,,
1125908,-20;9;27,0;9;23,-27;4;25,-20;7;4
1126173,,,,
1126176,-7;1;-6,-6;1;-21,-1;-4;-22,-11;0;-13
1126454,,,,
1126457,-11;2;-4,-4;1;0,-9;-2;3,0;3;-1
1126733,,,,
1126736,-11;8;2,-6;-2;-9,-1;-1;-13,-3;0;-8
1127010,,,,
1127013,-6;5;-3,-6;0;-6,-3;-10;-7,1;-3;-6
1127275,,,,
1127278,-2;-1;-12,-3;10;-5,-1;4;-3,-10;1;11
1127556,,,,
1127558,-8;2;1,0;13;0,-7;1;7,-3;-6;2
1127825,,,,
1127828,-6;5;0,-7;11;3,-14;0;1,-11;-6;-2
1128098,,,,
1128100,-7;3;-4,-6;3;-5,-8;0;-4,-7;6;0
1128370,,,,
1128373,-11;-1;9,-9;7;13,-13;0;5,-8;2;4
1128645,,,,
1128648,-18;1;1,2;4;-11,0;13;-9,2;4;0
1128913,,,,
1128916,-6;1;-2,-6;4;1,-11;8;7,-4;2;7
1129193,,,,
1129196,-9;-5;7,-10;-4;1,-13;0;-2,-12;14;1
1129462,,,,
1129465,-2;-1;9,0;0;11,-3;-3;3,0;8;0
1129741,,,,
1129744,-1;-2;-8,-4;3;-7,-8;7;-4,-12;0;-2
1130011,,,,
1130014,-3;5;-2,-5;5;-7,-4;1;-6,-11;11;-6
1130284,,,,
1130287,-9;-1;0,-4;0;0,-4;4;1,-6;0;-1
1130552,,,,
1130555,-5;4;8,-2;-9;5,-5;-5;0,-10;-5;-4
1130833,,,,
1130836,-4;0;-7,-5;4;-3,-13;-3;0,-4;6;-2
1131103,,,,
1131106,-8;2;8,-6;0;9,-10;-17;10,1;17;-1
1131379,,,,
1131382,-14;3;8,-13;16;0,-13;-9;2,4;-10;-14
1131655,,,,
1131657,-12;21;2,-3;6;-5,-12;-2;1,0;0;3
1131935,,,,
1131938,-13;13;7,-7;17;9,-6;6;2,-6;2;-6
1132205,,,,
1132208,0;9;0,-1;10;-3,-9;6;-1,-12;10;5
1132479,,,,
1132482,-19;-7;7,-5;-6;7,-10;-1;3,-16;7;10
1132750,,,,
1132753,-8;-9;7,0;2;3,-6;2;2,3;-3;-13
1133024,,,,
1133027,-8;-3;-9,-1;-20;-10,4;-3;-7,0;1;-8
1133292,,,,
1133295,-7;-1;0,-9;-12;5,1;-5;5,-7;-10;4
1133575,,,,
1133577,3;-9;0,-9;0;10,-5;-4;-4,-8;-5;-3
1133843,,,,
1133846,-10;-4;-1,-4;-2;0,-22;-7;9,-11;6;1
1134119,,,,
1134123,-7;-8;-5,-3;-6;-11,4;13;-13,-10;0;-2
1134393,,,,
1134396,2;-10;-2,-6;11;1,-1;-10;7,-45;17;23
1134669,,,,
1134672,7;21;-4,0;-21;0,9;-12;-7,-22;34;5
1134940,,,,
1134943,0;0;-3,-17;-8;5,4;-19;-2,-8;-27;9
1135214,,,,
1135217,-1;0;-11,7;-18;-40,-26;16;25,-1;12;-5
1135482,,,,
1135485,-17;3;14,-2;1;2,-19;-2;4,-8;-7;-3
1135761,,,,
1135764,-6;11;-13,-17;13;-4,-11;3;-4,-3;11;0
1136033,,,,
1136036,-7;-3;-1,-6;5;-8,-2;1;-2,-6;1;-9
1136309,,,,
1136312,0;-4;-8,-7;-3;5,-3;-2;-5,-11;8;0
1136581,,,,
1136584,-8;4;-3,-8;3;-2,0;-2;-5,-5;-2;6
1136854,,,,
1136857,-9;6;6,-9;0;0,-10;6;3,-5;-2;-5
1137121,,,,
1137124,-13;-9;9,1;-5;0,2;14;2,-5;13;4
1137399,,,,
1137402,-12;1;-8,-2;0;-6,-8;9;1,-4;0;-14
1137672,,,,
1137675,0;5;5,2;4;5,-1;2;9,0;15;0
1137948,,,,
1137951,3;-7;-14,-8;0;-6,-33;-2;18,4;-6;2
1138215,,,,
1138219,-8;2;5,-1;1;6,-14;-1;-6,-6;0;-5
1138499,,,,
1138502,-8;5;9,-7;3;0,-8;3;-6,-5;-1;-9
1138768,,,,
1138771,-9;3;-2,-3;7;-1,-5;3;2,-6;1;4
1139043,,,,
1139046,-8;-1;-3,-5;9;-6,0;3;-6,-6;-2;-3
1139311,,,,
1139314,-7;-5;0,5;-9;0,-5;8;-1,-3;0;-2
1139586,,,,
1139589,-5;2;0,-4;0;-3,-9;0;4,0;1;3
1139855,,,,
1139858,0;1;2,-5;8;5,-3;-4;-3,-7;-3;1
1140139,,,,
1140142,-15;3;7,-2;3;0,-7;-13;-4,4;-4;-9
1140406,,,,
1140409,-2;-3;-12,-2;2;-3,-10;-8;3,-8;1;-2
1140700,,,,
1140703,-6;8;-1,0;9;0,-7;1;-1,0;4;0
1140970,,,,
1140973,-12;0;5,-7;8;-1,-8;2;-4,-3;-6;0
1141243,,,,
1141246,4;-3;-4,-4;3;-6,-1;0;-2,-10;1;1
1141513,,,,
1141516,-3;0;-5,-5;-2;3,3;-6;-8,-5;13;-3
1141789,,,,
1141792,-2;3;-1,-6;10;-3,-7;0;-6,-12;2;-9
1142062,,,,
1142065,-3;1;-1,-4;1;1,-2;-2;0,-4;-4;-10
1142345,,,,
1142348,-11;-4;-2,-3;6;-3,-3;-4;-5,-4;0;-1
1142615,,,,
1142618,-8;7;2,-9;3;6,2;7;0,-6;-5;4
1142928,,,,
1142931,-9;10;5,-8;0;6,-10;8;7,-8;4;12
1143199,,,,
1143201,-6;1;0,-9;-3;-5,-6;2;-6,-3;14;-6
1143472,,,,
1143475,-3;0;0,-3;7;7,-3;5;2,-4;11;-2
1143741,,,,
1143744,-5;13;3,-11;10;1,-5;-14;-5,-9;-3;-2
1144015,,,,
1144018,-8;0;-4,-9;-3;-5,1;-5;-8,2;-6;-3
1144291,,,,
1144294,-8;10;1,-5;7;1,-2;11;0,0;3;1
1144565,,,,
1144568,0;3;0,-1;4;-11,-1;1;-2,-5;0;2
1144852,,,,
1144855,0;0;-2,-4;-1;-3,0;-3;-1,-4;0;-1
1145128,,,,
1145132,-1;0;-6,-7;2;-5,0;0;-9,-4;3;-7
1145403,,,,
1145406,0;6;0,-5;0;2,-6;7;6,-7;4;3
1145686,,,,
1145689,-8;6;-11,-3;0;-15,-6;0;-17,-6;-3;-14
1145956,,,,
1145959,-2;-10;3,-5;-2;-5,-6;1;-1,-14;4;1
1146230,,,,
1146233,2;0;1,0;-5;2,3;-4;0,0;-5;-2
1146506,,,,
1146509,-2;-5;2,1;-1;13,0;-10;8,1;-4;13
1146780,,,,
1146783,-9;0;9,-2;1;5,0;-7;3,0;5;0
1147053,,,,
1147056,-2;-1;-8,-2;5;-13,-11;0;-8,-7;-4;-2
1147325,,,,
1147328,-12;3;2,-4;1;-4,-6;-5;0,-6;-1;-3
1147594,,,,
1147597,0;-3;-5,-10;0;-6,-6;1;-3,-4;4;-8
1147870,,,,
1147873,-3;-5;8,-1;0;7,-2;-1;3,0;2;4
1148144,,,,
1148147,1;-3;4,-2;-3;5,0;3;4,-4;0;-4
1148421,,,,
1148424,-2;-1;0,0;-4;8,0;-3;2,6;-6;-3
1148690,,,,
1148693,-3;-8;-3,-5;1;-2,-5;0;0,1;4;-1
1148964,,,,
1148967,-1;4;-11,-11;0;-7,-6;0;0,-2;1;-3
1149234,,,,
1149237,3;-1;0,-13;5;-1,-8;2;-7,-11;0;-4
1149508,,,,
1149511,-2;-7;0,0;-3;-1,-6;5;-3,-8;0;-1
1149782,,,,
1149785,0;-7;5,-17;6;1,-6;-1;-5,1;4;0
1150065,,,,
1150068,-13;-5;-7,-8;4;-11,-6;2;-10,-9;-1;-3
1150334,,,,
1150338,-9;-2;3,-12;3;6,-6;-9;4,-10;-11;0
1150610,,,,
1150613,-5;-4;-3,-1;-2;2,-4;6;-2,-5;1;-6
1150884,,,,
1150887,-5;1;1,-9;0;1,-13;1;-3,-4;-4;-3
1151168,,,,
1151171,-7;7;-4,-9;7;-2,-3;1;-6,-5;7;-4
1151435,,,,
1151438,-2;9;0,-8;2;1,-2;2;-6,-13;3;-4
1151712,,,,
1151715,0;1;-4,-15;7;0,-10;-1;0,-4;-2;1
1151987,,,,
1151990,-7;-9;-1,-7;8;8,-1;4;-3,-2;10;-3
1152264,,,,
1152267,-6;0;-1,-7;8;0,-7;1;2,-9;1;-2
1152531,,,,
1152534,-8;0;-2,-4;-4;-5,-3;7;-4,-8;2;0
1152808,,,,
1152812,-8;5;4,-10;2;4,-4;7;0,-1;0;4
1153075,,,,
1153078,-10;1;0,-3;5;-1,-6;3;-1,1;-1;1
1153360,,,,
1153363,-7;4;1,-7;1;3,-10;-6;5,-2;-5;4
1153626,,,,
1153629,-1;-3;-8,-2;-8;-4,-3;-2;-3,-9;1;-1
1153900,,,,
1153903,-14;-1;5,-3;1;-4,-12;0;5,-5;-8;1
1154176,,,,
1154179,-6;-2;-2,-5;0;-2,-9;2;4,-12;2;12
1154463,,,,
1154466,-5;-3;0,-6;0;-2,-2;5;-3,-10;3;-5
1154746,,,,
1154748,-10;4;-5,-4;-5;-5,-4;-5;-2,-2;4;-3
1155027,,,,
1155031,-9;-2;5,-8;5;0,-2;-7;2,-6;9;-5
1155296,,,,
1155298,-4;-3;3,-5;7;1,-11;9;1,-6;13;-1
1155570,,,,
1155573,-9;7;-1,-9;7;-5,-4;2;-7,-10;4;0
1155840,,,,
1155843,2;6;-2,-14;13;3,-10;-4;5,4;9;1
1156115,,,,
1156118,-4;4;-6,-1;0;0,-1;1;0,-9;9;1
1156390,,,,
1156393,-2;1;2,-2;1;-9,-3;9;-10,-8;13;-4
1156666,,,,
1156668,0;3;-2,-12;13;-4,-7;2;-3,-3;1;-4
1156934,,,,
1156943,-3;9;-3,-5;11;4,1;2;4,5;6;0
1157211,,,,
1157213,2;0;1,3;14;4,7;8;-5,-1;13;-13
1157485,,,,
1157488,1;0;1,7;1;-6,-5;13;0,-2;7;-7
1157768,,,,
1157771,3;1;0,3;1;-4,-4;14;-4,-7;4;4
1158038,,,,
1158041,-1;7;2,0;8;0,-2;3;-2,-6;0;0
1158311,,,,
1158315,-7;13;6,-4;15;15,1;0;15,-1;-9;15
1158588,,,,
1158591,1;9;14,-1;-1;-10,-3;-9;-8,-7;-4;-3
1158930,,,,
1158933,-1;-4;-6,-8;-2;0,0;-2;-6,0;7;2
1159201,,,,
1159204,2;-1;-2,0;2;0,-2;2;1,3;0;-3
1159474,,,,
1159477,1;-4;7,8;-3;2,-10;6;2,0;-6;-1
1159750,,,,
1159753,2;3;-5,-6;6;-4,-5;7;7,3;0;0
1160025,,,,
1160028,-2;4;-6,-1;2;-7,-5;0;-6,-2;13;0
1160294,,,,
1160297,-1;12;-8,-2;5;-3,-2;3;4,4;6;4
1160569,,,,
1160572,0;12;-1,1;6;-9,0;-6;-4,2;2;-5
1160845,,,,
1160848,-1;1;0,-4;3;8,-6;3;2,-1;2;1
1161120,,,,
1161123,-6;7;-1,-11;10;4,-4;3;6,-7;9;7
1161398,,,,
1161401,-1;1;-6,-10;-1;0,0;-1;-6,2;3;-9
1161671,,,,
1161674,-3;6;0,-4;3;4,-2;-10;0,-2;0;-3
1161947,,,,
1161950,0;-1;-3,0;3;0,2;-3;2,-6;-11;5
1162234,,,,
1162237,-2;-6;-4,2;12;1,-16;19;11,-11;9;-4
1162509,,,,
1162512,-2;-11;-4,-7;4;-6,3;4;-10,0;5;-4
1162784,,,,
1162787,-10;14;3,-7;0;3,-4;10;17,-3;7;4
1163069,,,,
1163072,1;1;-5,2;11;-1,-9;8;-5,-4;7;3
1163348,,,,
1163351,-4;10;-5,0;17;-8,-5;7;-6,-2;-1;3
1163620,,,,
1163623,-4;4;0,3;1;1,3;-12;-1,-4;0;0
1163898,,,,
1163901,-2;3;-4,0;5;0,4;2;0,-2;7;0
1164170,,,,
1164173,0;0;4,-1;-1;1,-2;0;-9,-6;-4;0
1164448,,,,
1164451,-1;1;3,-3;12;-2,-1;1;-2,2;6;1
1164720,,,,
1164723,-1;7;-10,6;0;0,6;1;0,5;2;-3
1164993,,,,
1164996,-3;4;5,-3;3;6,5;3;0,4;2;-2
1165261,,,,
1165264,-4;6;-5,5;0;1,-2;0;0,1;0;1
1165538,,,,
1165541,0;-2;9,1;1;-3,-5;13;-3,-7;10;-4
1165812,,,,
1165815,5;5;-2,-2;4;0,-2;7;4,-1;0;1
1166088,,,,
1166091,7;2;-1,-4;1;-6,0;6;-3,-3;3;-8
1166361,,,,
1166364,2;-9;1,-3;-1;-2,-5;-2;5,-1;-4;7
1166639,,,,
1166642,1;2;-15,0;4;-11,0;-7;-8,-3;-4;-6
1166909,,,,
1166912,9;0;-1,-2;8;-4,0;0;3,0;-6;1
1167187,,,,
1167191,-4;1;3,-5;0;0,-3;11;0,-5;1;0
1167464,,,,
1167467,-2;5;1,-8;-3;1,0;1;0,-4;-9;3
1167738,,,,
1167741,-7;4;-9,-6;5;-5,-9;4;-2,-14;0;0
1168010,,,,
1168013,-3;2;3,-6;14;0,-7;-2;-4,-11;5;-1
1168283,,,,
1168286,0;0;-3,-1;-7;-4,-2;-7;-2,-7;8;-1
1168551,,,,
1168555,0;0;3,-4;0;0,3;-8;-1,-10;7;-3
1168828,,,,
1168831,0;12;0,3;2;-6,7;4;-1,1;-6;-2
1169099,,,,
1169101,-6;5;3,0;5;9,0;5;8,-7;2;2
1169384,,,,
1169387,1;0;-11,-4;-3;-12,-2;-6;-6,-9;3;1
1169653,,,,
1169655,-5;6;5,-8;5;3,-4;2;-2,-11;0;-6
1169929,,,,
1169932,-3;9;3,-2;-2;4,7;-1;-1,0;-1;-3
1170200,,,,
1170203,-11;8;3,0;8;1,-1;2;-3,-2;4;-2
1170475,,,,
1170478,-6;4;0,-2;8;0,-3;3;0,-5;-9;-3
1170743,,,,
1170746,-4;-7;2,-9;3;1,-6;-3;7,-5;0;4
1171023,,,,
1171026,-9;8;-2,-5;3;4,-4;4;0,0;6;-2
1171293,,,,
1171296,0;0;-16,-7;0;16,12;20;0,-18;7;3
1171573,,,,
1171576,-8;26;-4,2;-5;-15,9;8;-12,-5;-9;8
1171850,,,,
1171853,0;3;1,0;12;2,6;12;-21,-4;-5;-24
1172127,,,,
1172130,-2;5;-7,-3;-3;16,-7;-1;34,-4;-3;29
1172393,,,,
1172397,-5;3;-1,2;5;-20,0;10;-8,5;-7;-8
1172680,,,,
1172683,1;5;-11,9;7;-6,5;-9;-6,3;4;1
1172951,,,,
1172954,4;4;0,0;-4;-1,-5;3;-6,-17;5;1
1173229,,,,
1173231,-6;0;15,-7;5;32,-18;13;22,-9;8;-1
1173497,,,,
1173500,13;4;-36,6;-2;-8,-5;-8;-8,5;-3;-4
1173783,,,,
1173785,-3;0;-7,-10;5;13,-7;11;10,6;-5;-1
1174065,,,,
1174068,7;-3;-18,8;1;5,-3;-2;0,-8;19;16
1174345,,,,
1174348,3;12;3,-6;5;-10,-1;-1;-15,-6;-5;-9
1174615,,,,
1174618,17;-1;-15,3;0;-4,0;4;0,10;-5;8
1174890,,,,
1174892,0;6;10,1;-8;4,-1;9;9,-6;-6;-2
1175165,,,,
1175169,-1;-4;2,0;4;-18,-4;15;-3,0;0;-20
1175447,,,,
1175449,9;-5;-1,-4;-5;12,0;8;-17,12;14;-4
1175735,,,,
1175738,0;-10;-9,1;-1;0,0;4;-1,1;2;0
1176047,,,,
1176050,-5;3;8,-5;-4;10,-5;-3;3,0;4;7
1176318,,,,
1176322,-6;3;0,0;-1;0,-2;7;-2,-7;9;6
1176592,,,,
1176595,-2;-4;0,-7;5;0,-3;0;0,-3;-5;-5
1176867,,,,
1176870,-6;2;-3,-1;-1;1,-3;7;0,-2;4;-4
1177149,,,,
1177151,-2;1;-1,2;9;-6,-2;-2;1,-7;4;-3
1177423,,,,
1177426,0;1;-7,-3;0;2,-6;4;6,-4;-2;-2
1177699,,,,
1177702,2;-5;-2,-1;1;1,-4;-6;-4,-9;0;3
1177973,,,,
1177976,-5;-13;2,2;-2;3,-3;-2;5,-2;5;3
1178294,,,,
1178297,-4;-2;3,-14;1;7,-3;-7;2,-8;0;1
1178568,,,,
1178571,-4;10;-9,-3;3;-20,0;3;-10,2;8;-15
1178851,,,,
1178853,-4;-8;-4,0;-2;0,-3;2;4,-1;6;6
1179125,,,,
1179128,-6;2;0,-3;0;2,0;-5;0,1;-1;4
1179401,,,,
1179404,-8;4;-1,0;1;2,-5;8;11,-2;16;3
1179677,,,,
1179680,-6;-2;1,-4;-4;1,-3;6;-3,2;5;2
1179952,,,,
1179955,-4;6;5,-7;0;1,-3;0;0,-3;7;0
1180233,,,,
